gene	log2_fold_change	p_value	q_value
2665_gene	0.226422045573591	0.542280670586061	0.767451170889668
7932_gene	0.157731304748449	0.542412180761533	0.767532175269023
2369_gene	-0.660082082286713	0.542672110743945	0.767689745712243
3601_gene	-0.172789232083356	0.542671823198095	0.767689745712243
6213_gene	-0.142259283931893	0.543162779823317	0.768278697877656
3813_gene	0.18706047429068	0.544043771332827	0.769135676122328
4246_gene	0.16216072412528	0.544033186840436	0.769135676122328
9350_gene	1.10608804101026	0.544064562849651	0.769135676122328
5093_gene	-0.937400302014207	0.544066362730232	0.769135676122328
8293_gene	-0.891333413099389	0.544416245507995	0.76952502818761
5617_gene	-0.115921265276368	0.54468080982015	0.769745262432455
9996_gene	-0.14464895182473	0.544721028079015	0.769745262432455
10101_gene	-0.134989092423105	0.544882558153889	0.769868246645103
287_gene	-0.17317573416112	0.545134850568461	0.769924674559963
1757_gene	0.305048556426163	0.545140367842676	0.769924674559963
9719_gene	0.429326470491726	0.545146007717752	0.769924674559963
2956_gene	1.29937811985783	0.545229787729099	0.769937773489001
3240_gene	0.144671548041752	0.54547395932383	0.770064388561509
4485_gene	-0.5142128244253	0.545515221755336	0.770064388561509
8425_gene	0.205267233306077	0.545543002579718	0.770064388561509
4157_gene	-0.442846333556338	0.545945333772472	0.770296968716606
4923_gene	0.438924497414275	0.545984772988983	0.770296968716606
5684_gene	-0.381587250285003	0.54602559813049	0.770296968716606
6784_gene	0.391579219217717	0.546080471532597	0.770296968716606
8382_gene	-0.0858241385590688	0.545869753230894	0.770296968716606
4000_gene	-0.302109100974062	0.546277958637958	0.770365232609806
6138_gene	0.240121268634747	0.546263456128471	0.770365232609806
5594_gene	0.341692040551924	0.546372127328282	0.770392899960495
8322_gene	-0.183512337569774	0.546449571544582	0.770396981219878
7698_gene	0.144614694479144	0.546670710359951	0.770591393155241
10780_gene	-0.181366623663361	0.546736606794487	0.770591393155241
5779_gene	0.183527476530695	0.546972710152657	0.77081903541764
328_gene	-0.27473632845778	0.547207320436803	0.770872344921132
934_gene	0.286085089467616	0.547387538969617	0.770872344921132
1482_gene	-0.328907616328227	0.547651527571591	0.770872344921132
1491_gene	-0.164699213432267	0.547681900175242	0.770872344921132
2156_gene	0.199090882023853	0.547646904618071	0.770872344921132
2839_gene	0.153608476875433	0.547659957932006	0.770872344921132
3507_gene	0.397331820835391	0.547544203181543	0.770872344921132
7128_gene	-0.231068196093366	0.547496087689933	0.770872344921132
5226_gene	0.949642663806353	0.54764185816604	0.770872344921132
961_gene	0.24161531389211	0.547760143913735	0.770877478851223
619_gene	1.29362101309698	0.547897774358314	0.770924142312278
6372_gene	0.798620021722524	0.54794250293049	0.770924142312278
321_gene	0.189566712788283	0.54819427718089	0.771173381484796
2880_gene	-0.338579571288615	0.548938135030571	0.771484657609944
3484_gene	-0.149627013043894	0.548864440114883	0.771484657609944
6539_gene	0.754779130756104	0.548785314090518	0.771484657609944
6679_gene	-0.184047496907955	0.548768609568175	0.771484657609944
7280_gene	0.154632052551597	0.548921608348669	0.771484657609944
8170_gene	-0.179631095797256	0.548891413786914	0.771484657609944
9494_gene	-0.218727926094052	0.548617410336742	0.771484657609944
6515_gene	-0.300621292947159	0.549122351939128	0.771496824849432
9736_gene	-0.336031694101399	0.549141745875102	0.771496824849432
10591_gene	0.180520598013459	0.549170760943722	0.771496824849432
2568_gene	-1.32058100629913	0.549293997339781	0.771565063002487
4960_gene	0.205746616990901	0.54950900406236	0.771762170152273
9197_gene	0.168211801822756	0.549740782811221	0.771982776134142
9948_gene	-0.17348621235988	0.549822588409737	0.771992748454649
5613_gene	0.145281226458005	0.55007619797037	0.772139015189596
7407_gene	-2.16258906044725	0.550070723782992	0.772139015189596
8235_gene	0.182780476082313	0.550333696081849	0.772395547373329
10634_gene	0.246816139287855	0.550536078478519	0.772574665263038
825_gene	-0.439595459179225	0.551032659883792	0.772641995554831
2285_gene	-0.376693326967533	0.550942401109826	0.772641995554831
4787_gene	0.334378662957137	0.550999874167227	0.772641995554831
7094_gene	-0.306651811961518	0.550888000139889	0.772641995554831
9944_gene	-0.683168806970337	0.550836847786468	0.772641995554831
6899_gene	-2.60367477213005	0.550662775436105	0.772641995554831
673_gene	0.16767761800526	0.551364537658604	0.773002459932711
9639_gene	0.191859352260182	0.551480106091104	0.77305960612391
4027_gene	-0.318171904214713	0.551652147873639	0.773195889885554
3647_gene	0.230805825861405	0.551981200693437	0.773552173578246
1238_gene	-0.177276895965641	0.552087141777852	0.773595731950146
2609_gene	0.156817973630068	0.552283020600987	0.773682769583383
4748_gene	0.16286112314512	0.552362971936391	0.773682769583383
6905_gene	-0.278625820811633	0.55237386045928	0.773682769583383
1186_gene	0.180365311450848	0.552618470685488	0.77381562006285
3087_gene	-0.272642439679881	0.552586835841183	0.77381562006285
540_gene	-0.286079417472602	0.552841176590982	0.773975393354008
9125_gene	-0.14213633711741	0.552882364402873	0.773975393354008
1157_gene	-0.17948476479937	0.553238377675511	0.774368873750336
9785_gene	-0.125880607271553	0.553626163556284	0.774806713731126
8740_gene	0.257328692290533	0.553849988307836	0.775015000565089
4424_gene	0.199049966781437	0.554350950339236	0.7753305784212
8707_gene	-0.285225590852695	0.554305286327366	0.7753305784212
2389_gene	2.53931873101159	0.554375618729848	0.7753305784212
9102_gene	2.53932154089896	0.55437525779632	0.7753305784212
4658_gene	0.407756045644841	0.554611535806125	0.775360011588759
5791_gene	0.264985804854528	0.554621753983366	0.775360011588759
7567_gene	0.981495684832601	0.554507601656613	0.775360011588759
1846_gene	0.277266458151525	0.554714805259185	0.775385201886707
628_gene	1.03112692806282	0.554849265521744	0.775468259386218
7732_gene	0.119577628694335	0.555181274629086	0.775827355242323
10211_gene	0.169977795702938	0.555578232982191	0.776277103790963
7724_gene	0.277262405215697	0.555716362470848	0.776365133131505
2946_gene	0.149426824940719	0.555901369120003	0.776518619692635
3044_gene	-0.135045624673444	0.556425485354901	0.777053354994692
6607_gene	0.135596398724472	0.556434568120836	0.777053354994692
5511_gene	-0.138788811560099	0.556573329603849	0.777142114325926
3406_gene	-0.203969421256296	0.557180620824747	0.777271829113485
3583_gene	-0.202960834436291	0.557009431257819	0.777271829113485
3644_gene	0.410360552213433	0.556796712930822	0.777271829113485
6070_gene	0.145844645061014	0.55714508230066	0.777271829113485
6878_gene	-0.146239635233976	0.556940578649312	0.777271829113485
8362_gene	-0.123819131966654	0.557151230179275	0.777271829113485
8783_gene	-0.0982785529509863	0.557192733701635	0.777271829113485
10412_gene	1.03422659950215	0.557283805298245	0.777293945735195
7327_gene	0.469032973125675	0.557702792364857	0.777773367921516
4660_gene	-0.438344418374133	0.557957104113072	0.777918067175457
8454_gene	-2.02903383302449	0.55791704369832	0.777918067175457
1620_gene	0.83758032568463	0.558400581506401	0.778152537748985
1795_gene	0.370285601831465	0.558502758173306	0.778152537748985
4060_gene	-0.280902475554945	0.558411135126213	0.778152537748985
4546_gene	-0.186128754604358	0.558586671526347	0.778152537748985
6064_gene	-0.128686063214863	0.558568291380521	0.778152537748985
10062_gene	-0.752919308483106	0.558246299302889	0.778152537748985
10768_gene	1.54154049527987	0.558652378320081	0.778152537748985
6005_gene	-0.578801423745699	0.558732173681034	0.778158798223693
10016_gene	0.936640522651035	0.558823505281663	0.778181121625213
2939_gene	-0.501305435278468	0.559849171433294	0.7795043569916
5920_gene	-2.09483003432786	0.560195575665967	0.779881594898572
3646_gene	-0.265696976751487	0.560421845992073	0.780091508146832
5880_gene	1.36203140111304	0.560907484560893	0.780662349555862
574_gene	-0.529069186450495	0.561582657396408	0.781040768356689
1383_gene	-0.114113192935251	0.561429597401631	0.781040768356689
1811_gene	0.194052249268838	0.561614243094775	0.781040768356689
10042_gene	0.230524870557958	0.561306623881277	0.781040768356689
4376_gene	0.636942944646052	0.561632857524536	0.781040768356689
9931_gene	0.979471681320131	0.5615317736962	0.781040768356689
2515_gene	-0.191450870363456	0.561735005565252	0.781077710913794
1645_gene	-0.121936376752556	0.562136762660074	0.78132095565961
2273_gene	0.352573073190392	0.562104920543372	0.78132095565961
4190_gene	-0.187206343138421	0.562111962000838	0.78132095565961
4494_gene	0.62148266627124	0.562400550462302	0.781388893868377
6145_gene	-0.153436253803318	0.562412482348847	0.781388893868377
8682_gene	-0.290498983951179	0.562380378104637	0.781388893868377
10160_gene	0.235202593409763	0.562527768749727	0.781444006218535
651_gene	-0.480340416885659	0.562606583620705	0.781448445582844
6686_gene	-0.113396501042195	0.562734237792011	0.781520711375171
371_gene	-0.232057436314934	0.563136899955993	0.78189205652145
2134_gene	1.38839432478219	0.563206099396895	0.78189205652145
7605_gene	0.332029937304853	0.563289723535204	0.78189205652145
7691_gene	-0.669034586378888	0.563304273350319	0.78189205652145
3689_gene	0.650654345916599	0.563431915293179	0.781897828558827
4518_gene	0.147968633069076	0.563535419692872	0.781897828558827
7118_gene	0.121679569856777	0.563512597880042	0.781897828558827
7651_gene	0.190265227360532	0.563867081923952	0.782252976856239
10200_gene	-0.211931398415407	0.564044530262844	0.782394117548487
7696_gene	-0.305167473046439	0.56431107675134	0.782658793067823
5845_gene	-0.830734882726697	0.565045318059098	0.783361727505061
6943_gene	0.184104091344164	0.564995529428409	0.783361727505061
10752_gene	0.650287141840405	0.565008124386617	0.783361727505061
6120_gene	0.734797761755355	0.565295102722721	0.78360289624904
3814_gene	-0.312688496377351	0.565398391462336	0.783640957265528
744_gene	0.166587907770033	0.565684748227181	0.783827592944447
6980_gene	0.621877947231969	0.565616776629182	0.783827592944447
5762_gene	-2.38605878546126	0.565976317671155	0.784021349438836
6854_gene	-2.38606005972624	0.565976268087561	0.784021349438836
5205_gene	0.799709127765387	0.566606470360912	0.784693002433634
10738_gene	-0.232386621126929	0.566613042786895	0.784693002433634
9678_gene	-0.257655537297325	0.56725208597861	0.785472739716328
258_gene	0.50811933115902	0.567466162792256	0.78555614931402
504_gene	1.36083284613188	0.56740524817709	0.78555614931402
9189_gene	-0.146036926622402	0.56754037263194	0.78555614931402
4585_gene	0.63374785775355	0.567839913796384	0.785865497411521
99_gene	-0.20145384621667	0.568024201735969	0.786015278620716
10188_gene	1.00754498843967	0.568118308328846	0.786040246120002
3547_gene	0.229926896875851	0.568661397191024	0.786678764625641
8318_gene	0.806414891993275	0.56873205443373	0.786678764625641
5548_gene	0.289886329266361	0.568877747825985	0.786774979394236
4711_gene	1.43293518515916	0.569010121888988	0.786852749846219
8266_gene	-0.126848378027575	0.569263679327404	0.787098054879502
4771_gene	-0.0868409474295613	0.569384319710705	0.787159539784672
1599_gene	-0.151563138200512	0.569545585037501	0.787169633315689
7150_gene	0.138304254839799	0.569548780024239	0.787169633315689
3228_gene	-1.01998572813567	0.569620139145996	0.787169633315689
1738_gene	0.265649368903604	0.570028868971246	0.787594004661476
6744_gene	0.303001721678979	0.570079655009468	0.787594004661476
10222_gene	0.479058962467447	0.570198788827	0.787653292840291
4813_gene	-0.21783912393718	0.570307711274154	0.787698461415011
6653_gene	-0.0894710564926794	0.570543377453077	0.787918650621422
2747_gene	-0.710019262340879	0.570801763436162	0.788170152772488
8305_gene	0.157329509917411	0.571012925958179	0.788356389692962
1963_gene	1.08791122540634	0.571187637912424	0.788413523716073
3947_gene	0.254324187424428	0.571435774398431	0.788413523716073
6376_gene	0.195217407827758	0.571384604601869	0.788413523716073
6414_gene	-0.149261676599964	0.571382118090787	0.788413523716073
8515_gene	0.142658971776926	0.571346948919814	0.788413523716073
711_gene	0.172023317759535	0.571759530502391	0.788550977545308
1007_gene	-0.237570531101518	0.571655416685589	0.788550977545308
3356_gene	0.114236598804742	0.571813076576029	0.788550977545308
5568_gene	-0.180364399415509	0.571840625674912	0.788550977545308
2663_gene	-0.421239591644466	0.571918690095027	0.788553401393197
713_gene	-0.221176796011415	0.572251098137756	0.788655192003398
1891_gene	-0.190883609358909	0.572290820048328	0.788655192003398
8440_gene	0.359940752182291	0.572249222195364	0.788655192003398
8007_gene	-2.39490167380776	0.572297782546301	0.788655192003398
975_gene	-0.146482481062768	0.573605756533491	0.789888342408115
4022_gene	0.170916067621778	0.573604743142769	0.789888342408115
6508_gene	-0.444733556791469	0.573599546232118	0.789888342408115
7922_gene	0.160035607959508	0.573651249252265	0.789888342408115
9452_gene	-0.40194096847119	0.573372412652086	0.789888342408115
9516_gene	-0.16905654722564	0.573505316987885	0.789888342408115
7388_gene	0.121141939799257	0.573861954341865	0.790073199596168
2005_gene	0.447377535926191	0.574442027636972	0.790134954558827
3043_gene	-0.23556216807126	0.574263051230878	0.790134954558827
4340_gene	-0.303435743360568	0.574390473183803	0.790134954558827
5206_gene	-0.485002629637304	0.574227175606683	0.790134954558827
5392_gene	0.203030905656528	0.574411382283298	0.790134954558827
5915_gene	0.444636957100495	0.574380347803642	0.790134954558827
10699_gene	-0.190841928394127	0.574023021597784	0.790134954558827
2987_gene	-0.286185946266014	0.574798744417257	0.790204898870285
4998_gene	0.197420537187348	0.574584568374871	0.790204898870285
5447_gene	0.137542825365349	0.574770931100864	0.790204898870285
7286_gene	-1.67947046756638	0.574791256850904	0.790204898870285
8166_gene	-0.359538397889122	0.574889437187305	0.790224453829956
723_gene	-0.411063462719459	0.575420130021716	0.790252915876465
911_gene	-0.09155540028762	0.575250355834993	0.790252915876465
4741_gene	0.203648746756471	0.575316212915832	0.790252915876465
8092_gene	0.178881174125179	0.575386335918843	0.790252915876465
10516_gene	1.03404467946437	0.575445441452525	0.790252915876465
10655_gene	0.137049381933534	0.575103643178223	0.790252915876465
10687_gene	0.264772902607314	0.575092137306857	0.790252915876465
4870_gene	1.12492762355128	0.575954575983508	0.790847008797977
1896_gene	-0.172388246533492	0.576222375138513	0.791109608699534
746_gene	-0.205692898823909	0.576609564748601	0.79143089947032
6390_gene	0.124705362213546	0.57656491772043	0.79143089947032
8198_gene	-0.186977354962868	0.576987336762964	0.791844241448668
9056_gene	0.119471593706722	0.57716566736743	0.791983801165186
9717_gene	-0.155990663503626	0.5775287313312	0.7923767803474
31_gene	0.126787367987177	0.577640561588245	0.792425005104597
3422_gene	0.167183899095037	0.578151467483068	0.792578580339968
3578_gene	1.32640089433724	0.577916182370091	0.792578580339968
6780_gene	0.29768135499568	0.57803031678105	0.792578580339968
8762_gene	-0.275775704968421	0.577960084949077	0.792578580339968
10537_gene	-0.600720666774336	0.578077129411368	0.792578580339968
8685_gene	-1.84031926760541	0.57821268794107	0.792578580339968
6348_gene	0.23342683448387	0.578370982777971	0.792690415918774
5103_gene	-1.09141265861256	0.578498617688888	0.792760206232193
8121_gene	-0.148960740621782	0.578623913244044	0.792826772668251
3449_gene	0.380087531802249	0.578916194349014	0.793016960816902
8806_gene	0.180090283425879	0.57888349912684	0.793016960816902
350_gene	-0.513600778589239	0.579587767314559	0.793621304813655
367_gene	-0.144956494420174	0.579578897115451	0.793621304813655
3690_gene	-0.973363492163391	0.57951140593793	0.793621304813655
5496_gene	-0.540569328570495	0.579666725668354	0.793624263786006
3048_gene	0.265909585743886	0.579770998847518	0.793661876022024
7061_gene	0.493899007271829	0.579871726906432	0.793694625940538
2337_gene	0.134941805204179	0.58000881424214	0.793699535326278
2999_gene	-0.266541919727174	0.580028923048582	0.793699535326278
6446_gene	0.226687012469851	0.580207726546238	0.79383908991511
3164_gene	0.784812032863996	0.58045324520412	0.794021678701641
7563_gene	-0.114491794711663	0.580494850260393	0.794021678701641
8270_gene	0.184664453729058	0.580790668265101	0.794321170705605
3067_gene	0.235755905997798	0.580916089720845	0.794387570619983
8538_gene	1.83820531628146	0.581403345387852	0.794948686324169
4492_gene	1.2126362227898	0.58162855723866	0.795047052993839
6387_gene	-0.148766442175895	0.581629158180126	0.795047052993839
9505_gene	2.36893302518698	0.581784184761823	0.795048653600388
5248_gene	2.36893293404078	0.581784199586427	0.795048653600388
1142_gene	0.154941113588047	0.582257675077422	0.795590481852451
1613_gene	-0.408214145025847	0.582443326882104	0.795738939714392
751_gene	-0.124707735185324	0.582659189691906	0.795823429325424
9195_gene	1.03067176526054	0.582631519493449	0.795823429325424
6713_gene	1.2455829709458	0.582953612410787	0.796120342361977
4444_gene	-0.127909823440605	0.58305449045424	0.796152894338546
6012_gene	0.177067605135387	0.583415492925504	0.796441011678954
7802_gene	-0.120586217680831	0.583556960157387	0.796441011678954
8732_gene	-0.351410752320458	0.583445654749011	0.796441011678954
10293_gene	0.113363691289355	0.583573770121254	0.796441011678954
4479_gene	0.352265531036747	0.583666801637869	0.796462792569092
3268_gene	0.235004558322909	0.58398817344926	0.796796116243023
2897_gene	0.177463489111412	0.584159212269942	0.796844465155
4510_gene	0.149015982957107	0.58424746154661	0.796844465155
9192_gene	-0.22926802726357	0.584254936373083	0.796844465155
8279_gene	-0.206899368728335	0.584553078104778	0.797145884024119
3200_gene	-0.688856382660467	0.584661368543032	0.79718836027493
4662_gene	-0.123267184547717	0.584971032909547	0.797400165425044
5629_gene	0.156427745739274	0.58496407911409	0.797400165425044
1318_gene	0.56654414177574	0.585341262374875	0.797694396067778
2417_gene	1.34479276030442	0.585295006941976	0.797694396067778
233_gene	0.14693541577889	0.585737158185108	0.798128664647272
461_gene	0.188201963228889	0.586153929069607	0.798186339500779
647_gene	-0.713444016104247	0.586397395925093	0.798186339500779
1164_gene	-0.138274747970529	0.586118245414126	0.798186339500779
3277_gene	0.117920536232464	0.586356950405247	0.798186339500779
4889_gene	0.340263610256634	0.586287387410573	0.798186339500779
5714_gene	-0.148582737907931	0.586313190217097	0.798186339500779
5820_gene	-0.818389564366204	0.586052531668518	0.798186339500779
9834_gene	0.215569194646344	0.58593900416978	0.798186339500779
621_gene	1.00385715284272	0.586671291920659	0.798228208951649
2307_gene	0.664545429452679	0.586580540052692	0.798228208951649
3950_gene	0.402432579519326	0.586980650061901	0.798228208951649
4180_gene	0.109969837058201	0.58704609909353	0.798228208951649
4898_gene	-0.125407935157991	0.586879571313858	0.798228208951649
8021_gene	0.158888969924698	0.586852375648801	0.798228208951649
7864_gene	0.179449231715258	0.586947528519756	0.798228208951649
9938_gene	-0.700575680288578	0.586633152039354	0.798228208951649
54_gene	1.26518729635068	0.58723150560767	0.798375263642897
5252_gene	1.08030593673703	0.587439719150805	0.798553283044517
6176_gene	0.183497433146899	0.587554181118906	0.798603828447031
1715_gene	-0.16911882182291	0.587797579389556	0.79882958777113
8224_gene	0.212976394718984	0.588205263745632	0.799278526699192
922_gene	-0.223946317704265	0.58910155757349	0.800230146774872
7801_gene	-0.11886330251092	0.589137890135787	0.800230146774872
9580_gene	-0.186233848827102	0.589096693745442	0.800230146774872
1515_gene	0.194439206088852	0.589590700029266	0.800739951912529
2591_gene	0.261038254431775	0.589796733535624	0.800914513056129
3996_gene	-0.171408340325433	0.590217394070419	0.801215742564814
6994_gene	-0.577102535215108	0.590328688202873	0.801215742564814
7855_gene	0.10978998229112	0.590257989545928	0.801215742564814
8708_gene	-0.128698651791538	0.590281187629904	0.801215742564814
5089_gene	0.382118788435856	0.590534397590262	0.801284462276492
7688_gene	-0.531125774259806	0.590467220959055	0.801284462276492
21_gene	-0.596964155487243	0.59180987616492	0.80139824190225
311_gene	0.220197858551068	0.591193979279134	0.80139824190225
2224_gene	0.830403278271527	0.591758563298258	0.80139824190225
2801_gene	-0.0996184367785504	0.592399165577939	0.80139824190225
4637_gene	0.172033889290471	0.59095140678061	0.80139824190225
5343_gene	2.30465101134312	0.592282509216833	0.80139824190225
5390_gene	2.30465271747724	0.592282293250488	0.80139824190225
5741_gene	-0.142333487652002	0.591290856892135	0.80139824190225
5769_gene	-0.284860802671532	0.590940483742629	0.80139824190225
5904_gene	-0.12608338121249	0.59225049953267	0.80139824190225
6228_gene	0.230711171215202	0.59240189373827	0.80139824190225
7155_gene	1.34107022667448	0.591323893029567	0.80139824190225
7541_gene	0.230526292223745	0.591195227190322	0.80139824190225
9231_gene	-0.164431215988323	0.592047244809731	0.80139824190225
10070_gene	-0.183308675154779	0.591326543943417	0.80139824190225
10429_gene	0.24110011350838	0.591506422751772	0.80139824190225
48_gene	2.30465582204626	0.592281900248639	0.80139824190225
5037_gene	2.30465657333638	0.592281777057871	0.80139824190225
5236_gene	2.30465657335771	0.592281777055172	0.80139824190225
5599_gene	2.30465657335771	0.592281777055172	0.80139824190225
6587_gene	2.30465260403643	0.592282307609696	0.80139824190225
8464_gene	2.30465398268227	0.59228210483163	0.80139824190225
8900_gene	2.30465657335771	0.592281777055172	0.80139824190225
2255_gene	-0.328904105933632	0.592788484086337	0.801744617805987
3288_gene	-1.39081352311427	0.592841001269755	0.801744617805987
10012_gene	0.18601216266703	0.592890687949811	0.801744617805987
2084_gene	-0.155923626859008	0.593832222770676	0.80291275547719
5113_gene	-1.10779112863806	0.593981535480636	0.803009574523403
4969_gene	0.537715167048589	0.594451412698964	0.803539685916429
3344_gene	-1.00034154990183	0.594560478721364	0.803582001975749
1775_gene	-0.205561561689963	0.595013984754685	0.804089776180845
1236_gene	-0.319285783731118	0.596020738120561	0.805116072204323
3941_gene	0.170910572247561	0.596049476899683	0.805116072204323
9279_gene	0.102033726301218	0.596085065650791	0.805116072204323
9360_gene	-0.36443898189673	0.595965872484163	0.805116072204323
2975_gene	0.666415278657637	0.596313665681597	0.805214350078874
7380_gene	-0.0775776329972597	0.596298239240313	0.805214350078874
1555_gene	0.189510616525434	0.596565459618072	0.805343887615044
1818_gene	-0.147223383200924	0.59655326191536	0.805343887615044
5766_gene	-1.27574903299396	0.596800096637971	0.805555407348067
2628_gene	0.916389432927554	0.597311446764682	0.806140327917751
6541_gene	-0.374001604779045	0.597621758621797	0.806376306158186
6724_gene	0.330294800073429	0.597799240828593	0.806376306158186
7170_gene	-1.2088416644949	0.597703449286959	0.806376306158186
8158_gene	0.24856199179118	0.597954483654943	0.806376306158186
9650_gene	-0.249543755574498	0.597940354597163	0.806376306158186
9977_gene	-1.41043301272199	0.597915111049147	0.806376306158186
5256_gene	0.667523259625218	0.598464031816103	0.806958155635127
4645_gene	0.844615005531046	0.598718710420745	0.807105747408231
7865_gene	0.56769666513799	0.598729694177617	0.807105747408231
3871_gene	-0.395264657929524	0.598836963751248	0.8071450610937
10446_gene	0.482399922765536	0.598984364988273	0.807238449111738
1248_gene	-0.572806648477563	0.599070468945009	0.807249214510069
3389_gene	0.564080956028771	0.599392448094489	0.807577778175808
625_gene	0.118832643766242	0.599742162949605	0.80790810253241
4875_gene	-0.140110596863138	0.599793977417132	0.80790810253241
1262_gene	-0.806664284750661	0.600089793977586	0.808190967308109
5733_gene	1.32732686044818	0.600160391244671	0.808190967308109
1990_gene	-1.15957875841874	0.600604765643934	0.808578640980252
10758_gene	-0.248430770058929	0.600532679827796	0.808578640980252
4418_gene	-0.229756356507955	0.600924460518463	0.808729251405887
8127_gene	1.19206589105055	0.600820366228726	0.808729251405887
9704_gene	-0.509031013476347	0.60095141489702	0.808729251405887
10061_gene	0.439537311965382	0.601650123696686	0.809564111755411
8355_gene	-0.126020671520682	0.601783614591446	0.809638311832834
1152_gene	0.476872444428873	0.601863159149471	0.809639922761082
6972_gene	0.184800536785144	0.602148383942615	0.809918182957567
9175_gene	0.20241954220848	0.602248253990076	0.809947092234962
361_gene	-0.112659571068134	0.602630463420143	0.810090107539073
875_gene	0.380914093701108	0.602789813154414	0.810090107539073
2252_gene	-0.104071088863162	0.602495787977497	0.810090107539073
3167_gene	-0.123669995587473	0.60262256514325	0.810090107539073
6669_gene	0.134167522845347	0.602802418571482	0.810090107539073
8420_gene	0.269937125259287	0.602862335303046	0.810090107539073
9227_gene	-0.294737522745792	0.602903330470584	0.810090107539073
9420_gene	-0.187199784997639	0.603020710877349	0.810142489106413
8748_gene	-0.14500704935892	0.603154001200834	0.810216228832629
772_gene	-0.718171422946722	0.603485903287489	0.810345287672465
870_gene	0.154874591761295	0.603675820752208	0.810345287672465
2313_gene	-0.178162332293982	0.603687292946574	0.810345287672465
6820_gene	0.276864948993034	0.60354198450001	0.810345287672465
10129_gene	-0.171280320364882	0.603798985395586	0.810345287672465
10273_gene	1.22569771327664	0.6036902734601	0.810345287672465
3706_gene	-0.712053387601683	0.603748780885612	0.810345287672465
4750_gene	-0.139196929656461	0.603883780267262	0.810353848238136
6139_gene	-0.136630248837337	0.604091899999587	0.81042265281004
8278_gene	-0.206237593440652	0.604042673976221	0.81042265281004
4466_gene	0.207760732917287	0.60432844632171	0.81063475652759
1788_gene	-0.302547353817427	0.604829777640001	0.811096667808431
6560_gene	0.211952245866961	0.60475214427715	0.811096667808431
606_gene	0.127261171093613	0.606695726457077	0.811157793475047
1928_gene	-2.25914834940915	0.606807408813486	0.811157793475047
2264_gene	0.174546158393511	0.605764260145859	0.811157793475047
2293_gene	-0.155542785934608	0.605486194634339	0.811157793475047
2436_gene	2.21710950511842	0.606713248792626	0.811157793475047
3380_gene	-0.297761184896734	0.605467528027695	0.811157793475047
3839_gene	2.21711387465903	0.606712685515378	0.811157793475047
4040_gene	2.21711387464471	0.606712685517199	0.811157793475047
5029_gene	-2.25915977796262	0.60680577979715	0.811157793475047
5075_gene	0.174365858529663	0.605576350541353	0.811157793475047
6511_gene	-0.233625754298313	0.60683771060147	0.811157793475047
6842_gene	2.21711387465903	0.606712685515378	0.811157793475047
6986_gene	-1.70562678763296	0.606549610084825	0.811157793475047
7082_gene	2.21711387465903	0.606712685515378	0.811157793475047
7279_gene	0.10868284516314	0.605557981196018	0.811157793475047
7717_gene	0.555279708798165	0.605131208781162	0.811157793475047
7783_gene	-0.611876545124907	0.60508861985978	0.811157793475047
8935_gene	-0.477099184188837	0.605938197226318	0.811157793475047
9054_gene	-2.2591597780506	0.60680577978461	0.811157793475047
9794_gene	0.425672086264183	0.606246110668915	0.811157793475047
195_gene	2.21711387465903	0.606712685515378	0.811157793475047
3539_gene	2.21711387465903	0.606712685515378	0.811157793475047
5122_gene	2.21711387465903	0.606712685515378	0.811157793475047
9663_gene	2.21711387465903	0.606712685515378	0.811157793475047
9986_gene	2.2171136775114	0.606712718182046	0.811157793475047
8804_gene	0.594822976083493	0.606982510861834	0.811246413249637
6104_gene	-0.28434686833008	0.607189086837044	0.811417564124404
4688_gene	1.16062108989032	0.607773126932448	0.811494932025083
5574_gene	-0.348740821306371	0.607467323914024	0.811494932025083
5682_gene	-0.106862818342206	0.607796668654358	0.811494932025083
6350_gene	-0.201081359712782	0.607612944841981	0.811494932025083
8008_gene	-0.383750071064917	0.60752112165979	0.811494932025083
8620_gene	0.343727701070922	0.607675863852553	0.811494932025083
10630_gene	1.48212770013101	0.60761528763923	0.811494932025083
8405_gene	0.507042016264058	0.607968169119211	0.811619049176842
1381_gene	-0.205925013867935	0.608401379059956	0.811742982831482
2702_gene	-0.192984607221533	0.608276189370468	0.811742982831482
2830_gene	0.213039860883178	0.608322673149529	0.811742982831482
5105_gene	0.131025156070252	0.608453758952261	0.811742982831482
9036_gene	-0.136476094922631	0.608336616096365	0.811742982831482
2228_gene	0.201412721181862	0.609257543186887	0.812250104475048
2578_gene	-0.955461424465398	0.608999412274524	0.812250104475048
3007_gene	0.201570467120112	0.609110000149334	0.812250104475048
3883_gene	-0.210238675918162	0.609352086250092	0.812250104475048
6395_gene	0.128091797737526	0.609131031135413	0.812250104475048
7299_gene	-0.276813849114833	0.609381506149088	0.812250104475048
10440_gene	-0.124211826017301	0.609384077800953	0.812250104475048
2466_gene	-0.116107707579088	0.609715895746253	0.812587576301493
5591_gene	0.534372271337197	0.609892806744968	0.812613752566078
8306_gene	0.160783407254108	0.60986000481307	0.812613752566078
4618_gene	0.984065075712679	0.610272478000023	0.812910000986368
8941_gene	-0.293337906972027	0.610235092198375	0.812910000986368
7473_gene	0.57016085431498	0.610490607331399	0.813039002832772
10677_gene	-0.175568249072788	0.610526675245047	0.813039002832772
2395_gene	-0.144935269317332	0.610627781103366	0.813068868692461
