	log2_fold_change	p_value	q_value
10107_gene	0.179278900139365	0.510093335153795	0.732125628538794
1273_gene	-0.224060301268352	0.510579617966773	0.732620073877899
1814_gene	-0.32065982036563	0.510510291936226	0.732620073877899
4569_gene	1.16798531035099	0.510907533694688	0.732929133415948
7581_gene	-0.165992679437596	0.510936856699099	0.732929133415948
2621_gene	-0.498411591870346	0.511093263704036	0.732965537291144
5082_gene	-0.255321184911641	0.511233011080355	0.732965537291144
7535_gene	-0.550609551034028	0.511160766939431	0.732965537291144
5166_gene	2.81639888191714	0.511245944725621	0.732965537291144
5175_gene	-0.272381537748603	0.511532502466899	0.733071263416022
9450_gene	-0.216889084883845	0.51150214654734	0.733071263416022
6321_gene	1.10453977161551	0.51142096239157	0.733071263416022
3004_gene	0.327985729064266	0.511686637799025	0.733088827812994
9472_gene	0.293109839135178	0.511669303772028	0.733088827812994
9944_gene	-0.75122038505289	0.511927328454189	0.733331995043747
2638_gene	-1.3657979024259	0.512048884894534	0.733404459667375
5463_gene	0.318787086393934	0.512210250014103	0.733533914030728
3659_gene	0.627430709128375	0.512320004936624	0.733589432037561
796_gene	0.774976353626213	0.512438097621271	0.733617515702698
2017_gene	-0.21625670102064	0.512612425023182	0.733617515702698
4082_gene	-1.00142744829316	0.512694571163623	0.733617515702698
2881_gene	-2.76647712096532	0.512650443725451	0.733617515702698
7818_gene	2.38152937449826	0.512596422932253	0.733617515702698
6986_gene	2.12569503546398	0.51309272715382	0.734085593577125
225_gene	0.411040553532509	0.514050961104733	0.735117310779029
2036_gene	0.775132068139424	0.514015983683832	0.735117310779029
2072_gene	0.153166820671406	0.514098394135867	0.735117310779029
3673_gene	0.355252108714264	0.51408465227951	0.735117310779029
3949_gene	0.154514149816742	0.514279543373921	0.735274598952144
3704_gene	-1.21534508579695	0.514383217063058	0.735321090763542
7683_gene	0.24954115653665	0.514460911231563	0.735330436606773
4543_gene	-0.346500955388232	0.514840383285335	0.7356789082633
7600_gene	0.220752389907658	0.514847093532048	0.7356789082633
1099_gene	-0.164783132206227	0.515019240408398	0.735696446740421
7281_gene	0.309930365478927	0.514935642657127	0.735696446740421
10016_gene	-1.0286852886989	0.515072942923064	0.735696446740421
9481_gene	0.68065254011526	0.515317900666593	0.735944608276476
8210_gene	-0.15528765632937	0.51546906026488	0.736058763130755
454_gene	-1.35872955849926	0.515558398770008	0.736084621841567
5286_gene	0.421789945658024	0.515650464638281	0.736114366842381
9080_gene	-0.464542009556532	0.516349267322511	0.736970433982107
9260_gene	0.217975503738216	0.516392772640259	0.736970433982107
6392_gene	-0.171206470361454	0.516474264310757	0.736984955452549
265_gene	0.241811107313852	0.517560943132394	0.737118349930086
699_gene	0.172803598097561	0.517131957786096	0.737118349930086
1052_gene	-0.171782595868616	0.516720063383196	0.737118349930086
4962_gene	0.672521598478068	0.517386251487317	0.737118349930086
5759_gene	-0.196370206448128	0.517590239742469	0.737118349930086
6021_gene	-0.516455541065947	0.517530916288711	0.737118349930086
6327_gene	0.375920826244912	0.516650080365849	0.737118349930086
7149_gene	0.628605623043376	0.517614992867791	0.737118349930086
7846_gene	0.330588471129163	0.517628582923259	0.737118349930086
8218_gene	-0.461965000057883	0.517369425656628	0.737118349930086
8440_gene	-0.412601545319131	0.517637687772657	0.737118349930086
8697_gene	0.126340535427095	0.517210797370096	0.737118349930086
8917_gene	0.330487404034432	0.517459134839533	0.737118349930086
9375_gene	0.611934764565842	0.517423483040257	0.737118349930086
9665_gene	-0.180034410616688	0.516937478700669	0.737118349930086
7130_gene	0.183851120523957	0.517785067565085	0.73722663105781
6023_gene	-0.246966557946423	0.517937134506566	0.737341555033869
8807_gene	-1.21791400782469	0.518044244196692	0.737392454480525
10306_gene	0.182636595581812	0.518269788584852	0.737611898531313
3334_gene	0.200619341634907	0.518545486325231	0.737902651567742
314_gene	0.192474691040015	0.518813870154052	0.738006544245588
377_gene	-0.502022966759079	0.518832740850029	0.738006544245588
5334_gene	-0.27986693813778	0.518708829501342	0.738006544245588
5074_gene	0.235193377184215	0.51927669959625	0.738536390535047
8209_gene	0.165390166556919	0.519502579942168	0.738755973733641
8990_gene	-0.204871138864672	0.519702243332796	0.73893821995062
3186_gene	-0.176548498591388	0.519810183416814	0.73899001725538
10270_gene	0.525932355084301	0.520465996319787	0.739820578537645
1352_gene	0.348579853688794	0.520588207834825	0.739892523692075
3193_gene	0.32617987318388	0.520753119673723	0.740025129085293
9622_gene	-0.194529283240423	0.521244363202951	0.740621373482648
4955_gene	-0.801198688084193	0.521596916912299	0.740918562112949
6512_gene	-0.172965099064694	0.521542891849013	0.740918562112949
4707_gene	-0.439860360097478	0.521795336723054	0.741098544488185
6805_gene	0.16879758413765	0.522274141208173	0.741676649064898
6591_gene	0.169977081264156	0.522440820947989	0.741731322952949
8622_gene	1.54483675831995	0.52245619312701	0.741731322952949
1862_gene	-0.170736884570108	0.522530229357528	0.741734531618228
3202_gene	0.146760839805315	0.522688439796296	0.741755333267635
5722_gene	0.945120309314041	0.522663912027179	0.741755333267635
5128_gene	0.379449171068911	0.523070772254877	0.741890387109786
5257_gene	0.405771497788334	0.523002611143305	0.741890387109786
8433_gene	-0.18874134279869	0.523048996374334	0.741890387109786
10106_gene	0.21388508791386	0.522982278058867	0.741890387109786
261_gene	0.147730033868377	0.523273855140692	0.742076577332772
4073_gene	-0.154783271036181	0.5235428316655	0.742356150168946
5523_gene	-0.298764541852557	0.523866796063009	0.742713605503516
1221_gene	-0.162522127938946	0.523994170071888	0.742730118769096
5104_gene	0.129507655995525	0.524022188498691	0.742730118769096
2244_gene	-0.090945978795407	0.524271019473614	0.742980898963292
605_gene	-0.733131984321718	0.5245960177887	0.743339537615305
4828_gene	-0.20462069555538	0.524672595221072	0.743343262881304
5784_gene	-0.687371821845428	0.524886374031825	0.743343262881304
6809_gene	0.16797657176888	0.524779563149585	0.743343262881304
5800_gene	2.72801761117537	0.524836257743915	0.743343262881304
8092_gene	-0.203306121216237	0.524986019833311	0.743382506023216
4739_gene	-0.243816491193656	0.525259530962268	0.743667898748333
487_gene	-0.248423738909802	0.525747131271499	0.74425628144653
2497_gene	0.188739078875292	0.525998297434376	0.744509848744945
7764_gene	0.38169271753716	0.526341368492006	0.74489341303703
4197_gene	0.328398153006609	0.526440211100365	0.744931280502693
2915_gene	-0.124154127668652	0.526571438263218	0.74501495660078
9594_gene	-0.304655890052296	0.5266845935398	0.745073044440834
3231_gene	2.21687468254786	0.527014813296832	0.74543814407466
778_gene	-0.395271224999813	0.527289277149218	0.74562224822934
3172_gene	0.244100636438897	0.5272525846038	0.74562224822934
3363_gene	-0.255053824145117	0.527443415993645	0.745738166764034
6025_gene	1.18149481275149	0.527588648483274	0.745739446508844
7436_gene	-0.574612921293698	0.527578428390393	0.745739446508844
512_gene	-0.176399622341268	0.527751971382949	0.745868281218736
3841_gene	-0.601514267784654	0.527870822324107	0.745934237371438
2462_gene	-0.184865760022758	0.528446440237671	0.7460876643403
3724_gene	0.165411365960729	0.528506310484637	0.7460876643403
6304_gene	0.228301212054152	0.528426691438151	0.7460876643403
6521_gene	0.605608686622301	0.528217904666051	0.7460876643403
7032_gene	-0.280023929598197	0.528425713391735	0.7460876643403
9081_gene	0.533330254776965	0.528428816357052	0.7460876643403
10031_gene	-0.276565833373121	0.528556976063029	0.7460876643403
10569_gene	-0.210620498947121	0.5280922573592	0.7460876643403
4074_gene	-0.344055632311884	0.528675155642575	0.746152561924389
9320_gene	0.159799733435457	0.528896199064901	0.746362600182533
4241_gene	-0.172688695360398	0.529163885355196	0.746547394237626
9582_gene	-0.363688348054768	0.529171633713045	0.746547394237626
1470_gene	-0.166831499425126	0.529475198320069	0.746771761899767
8489_gene	0.122876087780907	0.529468283285325	0.746771761899767
7779_gene	1.46585004472253	0.529629668600561	0.746887690409143
4087_gene	0.218855466109315	0.529891045015288	0.747054972638575
7178_gene	-0.193329955061882	0.529892872986332	0.747054972638575
1793_gene	2.37554750386911	0.530046671081174	0.747096445727527
8217_gene	-0.529309380070653	0.53006688020846	0.747096445727527
4900_gene	0.151938220899368	0.530178694935184	0.747152138750879
3308_gene	0.125792350194882	0.530822748773767	0.747244556031618
3466_gene	0.577079225663588	0.530610594208535	0.747244556031618
6071_gene	-0.216336323021864	0.530657806265556	0.747244556031618
7223_gene	-0.225297096665789	0.530807675882377	0.747244556031618
7266_gene	-0.127218616588711	0.530572165482188	0.747244556031618
7871_gene	1.20391426597488	0.530656260261315	0.747244556031618
8262_gene	0.434138512865504	0.530708646899266	0.747244556031618
9544_gene	0.192107040206239	0.530812183694862	0.747244556031618
8573_gene	-0.224054461033967	0.53093488781845	0.747300617095595
679_gene	0.184790551469201	0.531342317103651	0.747466853382674
2663_gene	0.472596645061458	0.531332411038558	0.747466853382674
7572_gene	0.189195612101737	0.531149965715586	0.747466853382674
9630_gene	-0.249515447395353	0.531198722199409	0.747466853382674
3684_gene	0.435418504911909	0.531606365185341	0.747736515288596
3048_gene	-0.298857198511994	0.531751233223612	0.747838492669135
9583_gene	-1.51578924664339	0.532058243510646	0.748066651488301
2383_gene	2.68185995373562	0.532006104242792	0.748066651488301
5535_gene	0.183945250703681	0.532538736285106	0.748640361960316
10711_gene	-0.190246863436759	0.532651301573167	0.74869675604694
2949_gene	-0.272452928669817	0.5328511551857	0.74887581091922
6251_gene	0.130514606332556	0.533391070415013	0.749532679041167
356_gene	-2.61332983583254	0.533638556131559	0.749603003546943
6229_gene	0.373409889257924	0.533658728188007	0.749603003546943
8000_gene	-0.142356039799614	0.533515832028149	0.749603003546943
4186_gene	-0.127469026229324	0.534052666607563	0.750054397488795
7784_gene	-0.325949840859066	0.53414350738681	0.75008003877365
4926_gene	-0.158442716574123	0.534291144858029	0.750185419967781
4167_gene	-0.160873281186515	0.534595048726212	0.750408208847688
8944_gene	-0.166424377692197	0.534544410476833	0.750408208847688
4353_gene	1.03873578648063	0.534846661295959	0.750659432002233
5866_gene	-0.151185909270892	0.535180583810699	0.750924121262697
6067_gene	-1.94506191776009	0.535171907435143	0.750924121262697
2630_gene	0.585608830160467	0.535385578190142	0.751104355048482
3941_gene	0.199666267293029	0.535454401358832	0.751104355048482
8146_gene	0.249247506600094	0.535660329781033	0.751110542901164
9949_gene	-0.225617372780978	0.535549739692976	0.751110542901164
8834_gene	1.26081493239373	0.535676862897385	0.751110542901164
145_gene	-0.929180806850123	0.536947420267199	0.751389059640424
465_gene	0.192999446389307	0.537037796324743	0.751389059640424
2032_gene	-0.157126607430542	0.536390719140906	0.751389059640424
2359_gene	0.188179988743402	0.536290183397271	0.751389059640424
2802_gene	-0.170811550729714	0.536950920950098	0.751389059640424
4680_gene	0.140214332436284	0.537111571856378	0.751389059640424
4907_gene	-0.30850878600789	0.536376380945915	0.751389059640424
6929_gene	0.65801845943402	0.53682536036921	0.751389059640424
7352_gene	0.134028960668052	0.536742614082132	0.751389059640424
7499_gene	-0.436581613779994	0.536839379342679	0.751389059640424
8998_gene	1.63549858472293	0.536237697937801	0.751389059640424
9009_gene	-0.113560107572243	0.536861005740144	0.751389059640424
9267_gene	-0.198027766515821	0.536109745243884	0.751389059640424
9451_gene	-1.2607027623242	0.536793079471651	0.751389059640424
9664_gene	-0.137015582832635	0.53648801660137	0.751389059640424
10284_gene	0.177162224950457	0.537090563459695	0.751389059640424
10769_gene	1.18666161530059	0.536080568159508	0.751389059640424
8508_gene	0.31542837208829	0.537529496901541	0.751871930289729
4292_gene	0.180844296523299	0.53771558261306	0.751943253924141
7319_gene	-0.164787126589777	0.537871543739815	0.751943253924141
9144_gene	0.163059461464003	0.537818105344522	0.751943253924141
9967_gene	0.660673419195918	0.537737951938397	0.751943253924141
8046_gene	-0.132561815750455	0.538256025002265	0.752378975026838
4850_gene	-0.142928206990739	0.538338275080168	0.752392174016561
7170_gene	1.45857957923165	0.538439095497855	0.752431320199437
2893_gene	0.311372031179516	0.538553014849122	0.752488758173449
1564_gene	0.27852062678634	0.538642988634575	0.752512727396201
4056_gene	-0.229207899972592	0.538985831565707	0.752575989512625
5373_gene	2.63639309937794	0.539116515478414	0.752575989512625
7859_gene	0.177499657377955	0.538844099015747	0.752575989512625
8291_gene	2.63639309937794	0.539116515478414	0.752575989512625
6002_gene	2.6363365311346	0.539125222601312	0.752575989512625
7681_gene	2.63636108831624	0.539121442690172	0.752575989512625
6891_gene	2.63432098402703	0.539441550367441	0.752814177109673
8463_gene	2.63436159465282	0.539435306775687	0.752814177109673
3936_gene	0.153279319407732	0.539782342321273	0.753188053679184
3255_gene	-0.48380987704635	0.540289238275598	0.753793572072369
6157_gene	0.37668391176322	0.540736715483545	0.754316039120809
87_gene	0.265089749748082	0.541101484983569	0.754417531816001
5517_gene	0.294215998565691	0.540987149528273	0.754417531816001
8320_gene	-0.142829243829462	0.541004221447029	0.754417531816001
9781_gene	0.213162385771743	0.541093710806735	0.754417531816001
4620_gene	-0.214435648517786	0.541454979549014	0.754706738421838
7763_gene	-0.238572281539311	0.541384557396784	0.754706738421838
3491_gene	0.236599316733299	0.541658404035188	0.754786670347847
7803_gene	-0.286186698768224	0.5416250389456	0.754786670347847
2221_gene	0.586581491819106	0.541764740662893	0.754833063234506
3608_gene	-0.524812563652408	0.542032876014102	0.755003065201474
7451_gene	0.122315222913422	0.54196216252507	0.755003065201474
6888_gene	0.490739293460853	0.542178710120268	0.755104419189063
1172_gene	-0.126129472894311	0.542459534140281	0.755249630760488
6333_gene	1.22627193846667	0.542502226546846	0.755249630760488
9198_gene	0.131224417745979	0.542369662195431	0.755249630760488
798_gene	0.196641533144775	0.542578114095361	0.755253533278752
1538_gene	-0.193036759151417	0.54292977992948	0.755641258692424
8273_gene	0.230298590521638	0.543066895292421	0.755673041871515
97_gene	2.60966385839101	0.543318240865624	0.755673041871515
6830_gene	2.60972098731247	0.543309414986055	0.755673041871515
8661_gene	2.60972098731247	0.543309414986055	0.755673041871515
8995_gene	2.60967309563137	0.543316813704337	0.755673041871515
9470_gene	-0.177654868781504	0.543482833790685	0.755800242819666
1917_gene	0.198511030209969	0.543612419743222	0.755811066270095
7064_gene	-0.335998682214378	0.54363689332162	0.755811066270095
825_gene	0.448008527002026	0.543752860902534	0.755850128299999
9620_gene	1.32834846624486	0.543811273844638	0.755850128299999
1115_gene	-0.247779219787773	0.54442338442356	0.7558875795557
2245_gene	-0.0904762481466838	0.544017018396825	0.7558875795557
3758_gene	0.132421012395607	0.544295953803329	0.7558875795557
4397_gene	-0.141555069975789	0.544362109368889	0.7558875795557
6488_gene	0.134876823198314	0.543962569023228	0.7558875795557
6955_gene	-0.512514359873216	0.544234974262428	0.7558875795557
10153_gene	0.228442509759353	0.544308047871136	0.7558875795557
4302_gene	1.31766775314115	0.544144333716028	0.7558875795557
4361_gene	-0.146219839148604	0.544971131482091	0.756546436423418
9447_gene	0.496795868563494	0.545194766735312	0.75675523431064
1043_gene	0.196074903947433	0.545470983778089	0.756833666267827
5951_gene	-0.159311509859384	0.545435081008242	0.756833666267827
6755_gene	-0.269370523886561	0.545342479718562	0.756833666267827
2719_gene	-2.55749789926077	0.545643364282157	0.756869600871384
10496_gene	-0.115400500633203	0.545608917318576	0.756869600871384
8704_gene	-0.588171950828763	0.545791344599694	0.756911333902062
9654_gene	0.272373665735394	0.545819940026917	0.756911333902062
3699_gene	-0.969024183701145	0.546138253171462	0.757047982330501
4338_gene	0.193133845509766	0.54608545455636	0.757047982330501
6749_gene	-0.469532979802676	0.546029157485569	0.757047982330501
1272_gene	0.257766251399323	0.546333418293663	0.75709738098398
5872_gene	0.184253823685824	0.546393677896122	0.75709738098398
8040_gene	0.170680292071676	0.546322672903385	0.75709738098398
207_gene	-2.62701517320065	0.546644837721347	0.757242326141073
1857_gene	-2.62703005953161	0.546642461102135	0.757242326141073
6966_gene	-0.286166838165796	0.546807711324625	0.757250331528098
7396_gene	-0.164202575788788	0.546748893961578	0.757250331528098
9151_gene	-0.29747017462983	0.546870449409154	0.757250331528098
28_gene	-2.52386931780965	0.547206447461728	0.757614071284766
1644_gene	-0.151632450794275	0.54755699506218	0.757833748997505
4062_gene	0.273923376138715	0.547585117453491	0.757833748997505
4530_gene	-0.23531521417411	0.547486599583108	0.757833748997505
6523_gene	-0.289814206525788	0.548002990377844	0.758310511859218
957_gene	-0.200925657854545	0.548212442198177	0.758498778641848
1393_gene	-0.232723195784991	0.548682823825865	0.758709677534978
7599_gene	0.132550107069529	0.548731965347051	0.758709677534978
8715_gene	-0.171216350897148	0.548476052016275	0.758709677534978
8754_gene	0.149369641021578	0.548722865862732	0.758709677534978
9907_gene	-0.141072022471992	0.548576512265344	0.758709677534978
10189_gene	-0.260388385206877	0.548839133193031	0.758756334771476
886_gene	0.264156255950474	0.548941834815168	0.75879680590957
4565_gene	-0.183188793609322	0.549065759541413	0.758866598783063
129_gene	-0.491298066698948	0.549278936586915	0.759059712582131
1262_gene	0.947430258615456	0.549425184441174	0.759160296298314
2647_gene	-1.7333161865479	0.549622055119509	0.759232019361128
7522_gene	0.238974227308065	0.549624031047087	0.759232019361128
2720_gene	-0.171483994157479	0.550083636595828	0.759663811383307
3341_gene	-0.252617528217032	0.550053303331663	0.759663811383307
6788_gene	-0.233623363901949	0.550167979499663	0.75967876805846
6232_gene	1.89400551512527	0.550557672583515	0.76011529572185
3156_gene	-0.206443003558083	0.550756098072387	0.760287672652959
1159_gene	-0.243314767343649	0.550876292682686	0.760352024653783
4346_gene	0.283519808448015	0.551142776417368	0.760618249398649
20_gene	-0.735497991451784	0.551374264350875	0.760836112672178
7780_gene	-0.443095426008109	0.551983880039551	0.76157562300784
336_gene	-0.127617666339511	0.552621804363242	0.762134228547677
4716_gene	0.138793965861653	0.552559152786678	0.762134228547677
8353_gene	0.158846831691342	0.552683753506512	0.762134228547677
9552_gene	0.140635235193523	0.552508828605261	0.762134228547677
2191_gene	-0.201315972689389	0.553248987757678	0.762436454358479
3006_gene	0.12266338401855	0.553175813239044	0.762436454358479
3644_gene	-0.415872383236575	0.553271818389223	0.762436454358479
4601_gene	0.165371983709461	0.553164038592937	0.762436454358479
9398_gene	2.53605619426023	0.553048993440772	0.762436454358479
7933_gene	-0.158031423149355	0.553639949989178	0.762842032425089
5682_gene	0.12319520437278	0.554081090168222	0.76334808502845
155_gene	0.404241195404901	0.554503614115476	0.76337560662871
622_gene	-0.242222621588223	0.554331139759117	0.76337560662871
1930_gene	0.185153183443419	0.554544288655093	0.76337560662871
6534_gene	0.515455933313978	0.554427595108172	0.76337560662871
6905_gene	-0.277195792315093	0.554474232167192	0.76337560662871
7590_gene	-0.150594170483395	0.554498830715272	0.76337560662871
9343_gene	-0.20069858745688	0.554858007766364	0.763705734184551
8263_gene	0.80522070012043	0.55505516534197	0.763875360053792
5760_gene	0.137875390731537	0.555217891242884	0.763895844508583
6610_gene	0.252350135918321	0.555193112914757	0.763895844508583
7575_gene	0.226254188831468	0.555654003628605	0.764394099240948
5354_gene	-0.160752242625146	0.555855867930878	0.764570017196551
3907_gene	0.600302454910607	0.556206298908018	0.764950211993008
2484_gene	-0.306709002549204	0.556296847667634	0.764972937298381
3642_gene	0.117596124467959	0.556633691466292	0.76533429585054
158_gene	0.240114082400098	0.556955433475887	0.765442637007911
3883_gene	-0.241754731247762	0.556848029610165	0.765442637007911
6540_gene	0.864627179715163	0.556969950652939	0.765442637007911
7174_gene	-0.17181891020209	0.557082840423505	0.765442637007911
6868_gene	0.943230257666916	0.557071602439816	0.765442637007911
756_gene	-0.142382659287514	0.557161306062075	0.765448675464701
6600_gene	-0.266282335955393	0.557727132514959	0.766022353456882
10469_gene	-0.67837441722405	0.557694723976097	0.766022353456882
1527_gene	-0.158475180087242	0.558174208983296	0.766499182637336
2974_gene	0.326465109335881	0.558222648396419	0.766499182637336
6320_gene	0.375699424319676	0.558342003451321	0.766531818295277
8019_gene	0.30024254339586	0.558394767575658	0.766531818295277
596_gene	0.497327305577885	0.558539922497395	0.766629241478029
1478_gene	0.207994910148681	0.558886557870061	0.767003145953415
167_gene	-0.370111069349649	0.559139252345182	0.767221404905531
6597_gene	0.215768929936046	0.559194079905986	0.767221404905531
3592_gene	0.302334412570471	0.55947649052982	0.767506976388578
610_gene	-2.54181660204791	0.560326704326262	0.767781719394016
1233_gene	-2.54186356553247	0.560319119090189	0.767781719394016
1537_gene	-0.200333950431077	0.560419731893658	0.767781719394016
3214_gene	0.206846204226342	0.560211994580601	0.767781719394016
3610_gene	-0.167231142771414	0.559940892035972	0.767781719394016
4301_gene	0.251634706785812	0.559859964970628	0.767781719394016
6367_gene	0.314388615255896	0.560303309656806	0.767781719394016
7972_gene	-1.21992149690509	0.560411494341572	0.767781719394016
8764_gene	-0.150961724199714	0.560012238043487	0.767781719394016
9334_gene	-0.0853191542477178	0.560395651958217	0.767781719394016
9075_gene	-0.292880482141924	0.560515154384324	0.767810658192949
747_gene	-0.184453097071548	0.560874167641984	0.767895289932732
1227_gene	-0.50115198393656	0.560821925500186	0.767895289932732
7774_gene	-0.158488072845218	0.560811305212583	0.767895289932732
9566_gene	-0.254720734204839	0.560785966259818	0.767895289932732
2834_gene	-0.638486384546934	0.561038135642987	0.768018028048036
515_gene	0.173342369963013	0.56160767308863	0.768594052933109
9353_gene	-0.387538569131945	0.561558473810603	0.768594052933109
889_gene	0.158647303849651	0.561950692281064	0.768656314233292
6291_gene	0.461967838930913	0.56192378330955	0.768656314233292
8652_gene	-2.41229769167045	0.561855245945891	0.768656314233292
10183_gene	0.932676889058888	0.561739374123108	0.768656314233292
4915_gene	0.174156993237771	0.562121315286193	0.768787939672779
269_gene	0.275116310302124	0.562483402118311	0.769119126528791
4415_gene	0.3967378351387	0.56258675028364	0.769119126528791
10051_gene	0.155819204289656	0.562578055302618	0.769119126528791
6429_gene	-0.3123206553834	0.563027338051802	0.769619644368694
240_gene	-1.75134886088295	0.563440650787991	0.770067384800741
6853_gene	0.527494065738417	0.563503925281905	0.770067384800741
344_gene	0.0986388036740804	0.563581332871435	0.77007133331924
463_gene	-0.160517534418817	0.563702846089154	0.770135538271459
5600_gene	-2.39923979811815	0.563857962144766	0.770245628658825
4645_gene	0.939401994682448	0.564000779345758	0.770338891588562
1142_gene	0.162209367894991	0.564246294513188	0.770493654957468
9480_gene	-1.02070291836305	0.564263206959369	0.770493654957468
2561_gene	-0.204213647672872	0.564783360633285	0.771102027848378
3463_gene	-0.11263766377012	0.56498433797775	0.771172652048879
7672_gene	2.28622301608095	0.564945418757829	0.771172652048879
9242_gene	1.37672640658425	0.565208828921026	0.771275325243613
9405_gene	0.312362547403115	0.565138332646224	0.771275325243613
1044_gene	0.171965081308232	0.565389665293297	0.771420227243324
64_gene	-0.140287355937817	0.565585612169888	0.771585705104108
1519_gene	0.265439863954713	0.565905363131046	0.771920013542269
7090_gene	-0.684216060112946	0.566052443301859	0.772018734206336
3541_gene	0.297299051196241	0.56641961162818	0.772213755483591
6240_gene	0.806369649378223	0.566379427055385	0.772213755483591
5223_gene	0.778226739191673	0.566405217114466	0.772213755483591
6018_gene	-0.208723537899523	0.566680124639231	0.772467010687483
3725_gene	0.149605819343595	0.567161085331312	0.77293305086242
5625_gene	-0.234588419022662	0.567171600995716	0.77293305086242
2623_gene	-0.25608733573643	0.567552833824285	0.773044811485456
2745_gene	-1.46811562922937	0.567511437861076	0.773044811485456
4392_gene	0.168808397052176	0.567401813015565	0.773044811485456
10504_gene	0.336743842735868	0.567437595846775	0.773044811485456
7146_gene	-0.202227926955485	0.568529098157284	0.774272496093487
3821_gene	0.968545969053502	0.568760544256806	0.774485632408728
636_gene	-0.0948306096318454	0.569233524024748	0.774821166963655
3797_gene	-0.118803983986774	0.569306862856109	0.774821166963655
5612_gene	0.131574292416531	0.569105721267066	0.774821166963655
8423_gene	1.5385348511852	0.569287990796271	0.774821166963655
1243_gene	-0.159760368380589	0.569481131711207	0.774956283263578
8747_gene	-0.902468405291918	0.569594590700004	0.775008624133488
4422_gene	-0.171852574198414	0.569714466783962	0.775069681377759
5917_gene	-0.677023730346729	0.569817914527604	0.775108375507208
669_gene	-2.40362743801957	0.570155084670524	0.775362895773812
3528_gene	0.188760882220956	0.570084857764696	0.775362895773812
3144_gene	-0.224597263425489	0.570524958342931	0.775661744443606
4116_gene	0.286282349356725	0.570453245923821	0.775661744443606
5176_gene	-0.238803313533159	0.57078455488989	0.775746078380834
5803_gene	0.160260320614936	0.570812190827159	0.775746078380834
7260_gene	0.216875340171071	0.570775915655658	0.775746078380834
2746_gene	-2.35514792431943	0.571093906445628	0.776026880895347
3486_gene	0.250482847613099	0.571498008669288	0.776473891873313
1294_gene	0.133431648114202	0.571717684574777	0.776670244826574
1496_gene	-0.274312769806557	0.571941948026348	0.776770678263146
2793_gene	-0.221438272124188	0.571928363979251	0.776770678263146
2597_gene	-1.20338260168644	0.572152015790556	0.776953867434902
4379_gene	-0.262497646261545	0.572328070999027	0.777090827184856
754_gene	0.68905375123134	0.572576217451125	0.777140429530171
1383_gene	-0.110798829943787	0.57263041559047	0.777140429530171
2652_gene	0.105157880828749	0.572954415671246	0.777140429530171
2594_gene	0.225737698003762	0.573116626035362	0.777140429530171
2827_gene	-0.632729968904927	0.572924027115576	0.777140429530171
4090_gene	-0.162532201126789	0.572460846111575	0.777140429530171
4285_gene	0.176029575867433	0.57299501057705	0.777140429530171
5766_gene	1.36203261414825	0.572964500544886	0.777140429530171
5799_gene	-1.37565358298354	0.572968263757239	0.777140429530171
10305_gene	-0.133345635139295	0.573088873542039	0.777140429530171
2866_gene	0.390452353828828	0.573590363011009	0.777578750013875
8803_gene	0.322477518543495	0.573565013850455	0.777578750013875
34_gene	0.161212565281855	0.5739153561004	0.777917273077327
1471_gene	0.137152293619306	0.574260736313932	0.778231169756772
1848_gene	0.164723889139281	0.574297551825541	0.778231169756772
2749_gene	0.213779719618797	0.57445792694234	0.778346429398472
3865_gene	1.14657072850209	0.574816420023115	0.77873005827463
4112_gene	0.14437206504295	0.57491319680456	0.778759074030452
6822_gene	-0.249067422993009	0.57522291500745	0.77907648803237
4619_gene	-0.173483333560623	0.575424039835477	0.779150781045839
9035_gene	-0.39737588687839	0.575428562119396	0.779150781045839
533_gene	0.861492022130561	0.575585656416279	0.779261387843027
5314_gene	2.28648222500445	0.57576610401239	0.779403578577946
4585_gene	0.619072844543337	0.57613710982737	0.779803653301381
3559_gene	-0.255379444823078	0.576572422292109	0.780290651121878
968_gene	0.204864932452286	0.576740748847361	0.78036222318122
7129_gene	-0.456531910258057	0.576868602410367	0.78036222318122
10433_gene	-0.182956030836761	0.576923757060805	0.78036222318122
10565_gene	-0.132072691818922	0.576927364534984	0.78036222318122
1394_gene	0.137981981271977	0.5775012601447	0.780637719829847
3752_gene	-0.216411480225933	0.577623694631656	0.780637719829847
4765_gene	-0.162539710040769	0.577667046345748	0.780637719829847
5515_gene	-0.38094997126442	0.577440238547028	0.780637719829847
5806_gene	-0.175838505681786	0.577810907584527	0.780637719829847
6356_gene	-0.23835809331575	0.577794520516903	0.780637719829847
8420_gene	-0.284346428508695	0.57760247691519	0.780637719829847
8967_gene	-0.189205331695384	0.577593583902725	0.780637719829847
9928_gene	-1.26753437386143	0.577631716901505	0.780637719829847
4709_gene	-0.16436565071219	0.578114164118875	0.780945329673785
1651_gene	0.225892551468791	0.578446100738018	0.781291596526817
3421_gene	0.0999110640914887	0.578584191056188	0.781375984105417
5169_gene	-0.229713601261867	0.578848335149304	0.781630562581068
3899_gene	0.158527870265262	0.578949770114896	0.781665393829022
2869_gene	-0.171539747878746	0.579106448567496	0.781672680185019
4728_gene	0.235663385941991	0.579056022802644	0.781672680185019
620_gene	0.783278833685894	0.579339254651527	0.781859434135899
5714_gene	0.151201385959529	0.579471783050789	0.781859434135899
10300_gene	0.148971564332349	0.579412285654391	0.781859434135899
